pma_number,supplement_number,applicant,street_1,street_2,city,state,zip,zip_ext,generic_name,trade_name,product_code,advisory_committee,advisory_committee_description,supplement_type,supplement_reason,expedited_review_flag,date_received,decision_date,docket_number,fed_reg_notice_date,decision_code,ao_statement,device_name,medical_specialty_description,regulation_number,device_class
P900023,S038,"ABIOMED CARDIOVASCULAR, INC.",22 CHERRY HILL DRIVE,,DANVERS,MA,01923,,Ventricular (assist) bypass,ABIOMED AB5000 CIRCULATORY SUPPORT SYSTEM,DSQ,CV,Cardiovascular,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2003-01-27,2003-09-24,,,APPR,"APPROVAL FOR THE AB5000 BLOOD PUMP, USED ONLY WITH THE AB5000 CONSOLE.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME ABIOMED AB5000 CIRCULATORY SUPPORT SYSTEM AND IS INDICATED FOR USE IN PATIENTS SUFFERING FROM REVERSIBLE VENTRICULAR DYSFUNCTION.  THESE ARE PATIENTS WHO HAVE UNDERGONE SUCCESSFUL CARDIAC SURGERY AND SUBSEQUENTLY DEVELOP LOW CARDIAC OUTPUT, OR PATIENTS WHO SUFFER FROM ACUTE CARDIAC DISORDERS LEADING TO HEMODYNAMIC INSTABILITY.  THE INTENT OF AB5000 SYSTEM THERAPY IS TO PROVIDE CIRCULATORY SUPPORT, RESTORE NORMAL HEMODYNAMICS, REDUCE VENTRICULAR WORK, AND ALLOW THE HEART TIME TO RECOVER ADEQUATE MECHANICAL FUNCTION. THE AB5000 VENTRICLE IS EXTERNAL TO THE PATIENT AND IS INTENDED FOR SHORT-TERM USE.  APPROPRIATE PATIENT GROUPS INCLUDE THOSE THAT ARE LIKELY TO RECOVER CARDIAC FUNCTION AFTER THE MYOCARDIUM IS PERMITTED TO REST ON VENTRICULAR SUPPORT. EXAMPLES INCLUDE, BUT ARE NOT LIMITED TO: 1) PATIENTS WHO FAIL TO WEAN FROM CARDIOPULMONARY BYPASS FOLLOWING HEART SURGERY.  2) FAILED TRANSPLANT PATIENTS WHO REQUIRE VENTRICULAR ASSIST FOLLOWING HEART TRANSPLANTATION.  3) PATIENTS WHO REQUIRE RIGHT HEART ASSIST (RVAD) SUPPORT WHILE ON IMPLANTABLE LEFT VENTRICULAR ASSIST DEVICE (LVAD).  4) PATIENTS SUFFERING FROM ACUTE CARDIAC DISORDERS SUCH AS VIRAL MYOCARDITIS.  A PATIENT IS A CANDIDATE FOR MECHANICAL ASSISTANCE WITH THE AB5000 SYSTEM IF SHE/HE MEETS ALL OF THE FOLLOWING CRITERIA: A) PATIENT HAS A BODY SURFACE AREA > 1.3 M(SQUARED) AND IS <= 75 YEARS OF AGE.  B) PATIENT IS IN RELATIVELY GOOD HEALTH OTHER THAN THE CARDIOVASCULAR PROBLEM FOR WHICH SURGERY WAS UNDERTAKEN.  C) ALL APPROPRIATE MEASURES HAVE BEEN ATTEMPTED TO CORRECT LOW ARTERIAL PH, ARTERIAL BLOOD GAS ABNORMALITIES, ELECTROLYTES, HYPOVOLEMIA, HYPERVOLEMIA, INADEQUATE CARDIAC RATE, DYSRHYTHMIAS, AND RESIDUAL HYPOTHERMIA.D) CARDIAC RESUSCITATION EMPLOYING PHARMACOLOGIC AGENTS HAS BEEN ATTEMPTED. WHILE THE USE OF THE INTRA-AORTIC BALLOON PUMP (IABP) IS RECOMMENDED PRIOR TO...",Ventricular (Assist) Bypass,Unknown,,3
P970051,S010,Cochlear Americas,13059 EAST PEAKVIEW AVENUE,,Centennial,CO,80111,,"Implant, cochlear",CI24R(ST) COCHLEAR IMPLANT,MCM,EN,"Ear, Nose, Throat",Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2000-02-23,2000-08-21,,,APPR,"APPROVAL FOR A DESIGN MODIFICATION INCLUDING THE STRAIGHT ELECTRODE OF THE CI 24 M WITH THE 24 K DOWNSIZED STIMULATOR RECEIVER.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME CI 24R(ST), AND IS INDICATED FOR CHILDREN AGE 18 MONTHS THROUGH 17 YEARS OF AGE WHO HAVE BILATERAL PROFOUND SENSORINEURAL DEAFNESS AND DEMONSTRATE LITTLE OR NO BENEFIT FROM APPROPRIATE BINAURAL HEARING AIDS, AND FOR ADULTS, AGE 18 YEARS AND OLDER WHO HAVE BILATERAL MODERATE TO PROFOUND SENSORINEURAL HEARING LOSS AND OBTAIN LIMITED BENEFIT FROM APPROPRIATE HEARING AIDS.","Implant, Cochlear",Unknown,,3
P980008,S005,"LASERSIGHT TECHNOLOGIES, INC.","6903 UNIVERSITY BLVD.,",,WINTER PARK,FL,32792,,Excimer laser system,LASERSIGHT LASERSCAN LSX EXCIMER LASER SYSTEM FOR LASER-ASSITED IN SITU KERATOMILEUSIS (LASIK),LZS,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2000-12-19,2001-09-28,01M-0490,2001-10-26,APPR,"APPROVAL FOR THE LASERSIGHT LASERSCAN LSX EXCIMER LASER SYSTEM FOR LASER-ASSISTED IN SITU KERATOMILEUSIS (LASIK).  THE DEVICE IS INDICATED FOR LASIK:  1) FOR THE REDUCTION OR ELIMINATION OF MYOPIA RANGING FROM -0.5 TO LESS THAN -6.0 DIOPTERS (D) SPHERICAL EQUIVALENT, WITH ASTIGMATISM LESS THAN OR EQUAL TO 4.5 D, AS MEASURED AT THE SPECTACLE PLANE;  2) IN PATIENTS WITH DOCUMENTATION OF A STABLE MANIFEST REFRACTION DEFINED AS <= 0.50 D, OR <= 10% OF PREOPERATIVE SPHERICAL EQUIVALENT REFRACTION (SER) SHIFT OVER ONE YEAR PRIOR TO SURGERY; AND,  3) IN PATIENTS WHO ARE 18 YEARS OF AGE OR OLDER.",Excimer Laser System,Unknown,,3
P120023,,CorneaGen,1200 6th Avenue,Suite 300,Seattle,WA,98101,,"Implant, corneal, refractive",KAMRA INLAY,LQE,OP,Ophthalmic,,,N,2012-12-12,2015-04-17,15M-1326,2015-04-29,APPR,"APPROVAL FOR THE KAMRA INLAY. THE KAMRA INLAY IS INDICATED FOR INTRASTROMAL CORNEAL IMPLANTATION TO IMPROVE NEAR VISION BY EXTENDING THE DEPTH OF FOCUS IN THE NON-DOMINANT EYE OF PHAKIC, PRESBYOPIC PATIENTS BETWEEN THE AGES OF 45 AND 60 YEARS OLD WHO HAVE CYCLOPLEGIC REFRACTIVE SPHERICAL EQUIVALENT OF +0.50 D TO -0.75 D WITH LESS THAN OR EQUAL TO 0.75 D OF REFRACTIVECYLINDER, WHO DO NOT REQUIRE GLASSES OR CONTACT LENSES FOR CLEAR DISTANCE VISION, AND WHO REQUIRE NEAR CORRECTION OF +1.00 D TO +2.50 D OF READING ADD.","Implant, Corneal, Refractive",Unknown,,3
P010068,,"BIOSENSE WEBSTER, INC.",31 Technology Drive,Suite 200,Irvine,CA,92618,,"catheter, percutaneous, cardiac ablation, for treatment of atrial flutter",NAVISTAR/CELSIUS DS DIAGNOSTIC/ABLATION DEFLECTABLE 8MM TIP CATHETER,OAD,CV,Cardiovascular,,,N,2001-12-31,2002-09-27,03M-0049,2003-02-10,APPR,"APPROVAL FOR THE NAVISTAR DS AND CELSIUS DS DIAGNOSTIC/ABLATION CATHETERS, STOCKERT 70 GENERATOR AND ACCESSORIES.  THE NAVISTAR DS AND CELSIUS DS CATHETERS AND RELATED ACCESSORY DEVICES ARE INDICATED FOR CATHETER-BASED CARDIAC ELECTROPHYSIOLOGICAL MAPPING (STIMULATION AND RECORDING), AND FOR USE WITH THE STOCKERT 70 (MODEL S7001 WITH SOFTWARE VERSION 001/033) FOR THE TREATMENT OF TYPE I ATRIAL FLUTTER IN PATIENTS AGE 18 OR OLDER.  THE NAVISTAR DS CATHETER PROVIDES LOCATION INFORMATION WHEN USED WITH THE CARTO EP NAVIGATION SYSTEM.","Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Flutter",Unknown,,3
P990025,,"BIOSENSE WEBSTER, INC.",31 Technology Drive,Suite 200,Irvine,CA,92618,,"CATHETER, ELECTRODE RECORDING, OR PROBE, ELECTRODE RECORDING",NAVI-STAR DIAGNOSTIC/ABLATION DEFLECTABLE TIP CATHETER,DRF,CV,Cardiovascular,,,N,1999-05-24,2000-06-15,00M-1388,2000-07-11,APPR,"APPROVAL FOR THE NAVI-STAR(R) DIAGNOSTIC/ABLATION DEFLECTABLE TIP CATHETER.  THE NAVI-STAR DIAGNOSTIC/ABLATION CATHETER, AND RELATED ACCESSORY DEVICES ARE INDICATED FOR CATHETER-BASED ATRIAL AND VENTRICULAR CARDIAC MAPPING, AND WHEN USED WITH A COMPATIBLE RADIO FREQUENCY GENERATOR IN ADULTS AND CHILDREN 4 YEARS OF AGE AND OLDER FOR:* INTERRUPTION OF ACCESSORY ATRIOVENTRICULAR (AV) CONDUCTION PATHWAYS ASSOCIATED WITH TACHYCARDIA; INCLUDING PERSISTEND JUNCTIONAL RE-ENTRANT TACHYCARDIA (PJRT) ...","Catheter, Electrode Recording, Or Probe, Electrode Recording",Cardiovascular,870.1220,2
P000015,,Cochlear Americas,13059 EAST PEAKVIEW AVENUE,,Centennial,CO,80111,,"Implant, auditory brainstem",NUCLEUS 24 AUDITORY BRAINSTEM IMPLANT SYSTEM,MHE,EN,"Ear, Nose, Throat",,,Y,2000-03-29,2000-10-20,00M-1659,2000-12-12,APPR,"APPROVAL FOR THE NUCLEUS 24 AUDITORY BRAINSTEM IMPLANT (ABI) SYSTEM, WHICH IS INTENDED TO RESTORE USEFUL HEARING VIA ELECTRICAL STIMULATION OF THE COCHLEAR NUCLEUS.  THE DEVICE IS INDICATED FOR INDIVIDUALS 12 YEARS OF AGE OR OLDER, WHO HAVE BEEN DIAGNOSED WITH NEUROFIBROMATOSIS TYPE 2 (NF2).  IMPLANTATION MAY OCCUR DURING FIRST OR SECOND-SIDE TUMOR REMOVAL, OR IN PATIENTS WITH PREVIOUSLY REMOVED ACOUSTIC TUMORS BILATERALLY.  BECAUSE THE SURGICAL PROCEDURE FOR TUMOR EXCISION AND ELECTRODE PLACEMENT ELIMINATES RESIDUAL HEARING, PREOPERATIVE AUDIOLOGICAL CRITERIA ARE NOT RELEVANT.  PROSPECTIVE IMPLANT RECIPIENTS AND THEIR FAMILIES SHOULD HAVE APPROPRIATE EXPECTATIONS, REGARDING THE POTENTIAL BENEFITS OF AN AUDITORY BRAINSTEM IMPLANT AND SHOULD BE HIGHLY MOTIVATED TO PARTICIPATE IN THE POSTOPEARATIVE REHABILITATION PROCESS.","Implant, Auditory Brainstem",Unknown,,3
P030026,,"Ortho-Clinical Diagnostics, Inc.",100 INDIGO CREEK DR.,,ROCHESTER,NY,14626,5101,"Test, hepatitis b (b core, be antigen, be antibody, b core igm)",VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM REAGENT PAK/CALIBRATOR,LOM,MI,Microbiology,,,N,2003-06-27,2004-03-04,04M-0356,2004-08-09,APPR,"APPROVAL FOR THE VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM REAGENT PACK AND VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM CALIBRATOR.  THESE DEVICES ARE INDICATED FOR:  1) VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM REAGENT PACK IS INDICATED FOR THE IN VITRO QUALITATIVE DETECTION OF IGM ANTIBODY TO HEPATITIS B CORE ANTIGEN (ANTI-HBC IGM) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (HEPARIN, EDTA AND CITRATE) AND NEONATE SERUM USING THE VITROS ECI IMMUNODIAGNOSTIC SYSTEM.  ASSAY RESULTS, IN CONJUNCTION WITH OTHER SEROLOGICAL AND CLINICAL INFORMATION, MAY BE USED FOR THE LABORATORY DIAGNOSIS OF INDIVIDUALS WITH ACUTE OR CHRONIC HEPATITIS B.   2) VITROS IMMUNODIAGNOSTIC PRODUCTS ANTI-HBC IGM CALIBRATOR IS INDICATED FOR THE USE IN THE CALIBRATION OF THE VITROS IMMUNODIAGNOSTIC SYSTEM FOR THE IN VITRO QUALITATIVE DETECTION OF IGM ANTIBODY TO HEPATITIS B CORE ANTIGEN (ANTI-HBC IGM) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (EDTA, HEPARIN OR CITRATE) AND NEONATE SERUM USING VITRO ANTI-HBC IGM REAGENT PACKS.","Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",Unknown,,3
P050020,,Abbott Laboratories,1360 South Loop Road,,Alameda,CA,94502,,"Sensor, glucose, invasive",FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITOR,MDS,CH,Clinical Chemistry,,,Y,2005-06-08,2008-03-12,08M-0207,2008-04-01,APWD,"APPROVAL FOR THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM.  THE DEVICE IS INDICATED FOR THE FOLLOWING: THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM IS INDICATED FOR CONTINUALLY RECORDING INTERSTITIAL FLUID GLUCOSE LEVELS IN PEOPLE (AGES 18 AND OLDER) WITH DIABETES MELLITUS FOR THE PURPOSE OF IMPROVING DIABETES MANAGEMENT. READINGS AND ALARMS ABOUT GLUCOSE LEVELS FROM THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM ARE NOT INTENDED TO REPLACE TRADITIONAL BLOOD GLUCOSE MONITORING.  BEFORE ADJUSTING THERAPY FOR DIABETES MANAGEMENT BASED ON THE RESULTS AND ALARMS FROM THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM, TRADITIONAL BLOOD GLUCOSE TESTS MUST BE PERFORMED.  THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM PROVIDES A BUILT-IN BLOOD GLUCOSE METER TO CONFIRM THE CONTINUOUS GLUCOSE RESULT.  THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM PROVIDES REAL-TIME READINGS, GRAPHS, TRENDS AND GLUCOSE ALARMS DIRECTLY TO THE USER.  THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM IS INTENDED TO BE USED IN HOME SETTINGS TO AID PEOPLE WITH DIABETES IN PREDICTING AND DETECTING EPISODES OF HYPOGLYCEMIA AND HYPERGLYCEMIA AND IN CLINICAL SETTINGS TO AID HEALTHCARE PROFESSIONALS IN EVALUATING GLUCOSE CONTROL.  THE FREESTYLE NAVIGATOR CONTINUOUS GLUCOSE MONITORING SYSTEM IS AVAILABLE ONLY BY PRESCRIPTION.","Sensor, Glucose, Invasive",Unknown,,3
P180008,,"Tandem Diabetes Care, Inc.",11075 Roselle Street,,San Diego,CA,92121,,"Automated insulin dosing , threshold suspend",t:slim X2 Insulin Pump with Basal-IQ Technology,OZO,CH,Clinical Chemistry,,,N,2018-02-26,2018-06-21,18M-2462,2018-07-25,APPR,"Approval for the use of the t:slim X2 Insulin Pump with Basal-IQ Technology.  This device is indicated as follows:The t:slim X2 Insulin Pump with Basal-IQ Technology (the System) consists of the t:slim X2 Insulin Pump which contains the Basal-IQ technology, and a continuous glucose monitor (CGM). Compatible CGMs include the Dexcom G5 Mobile CGM and integrated continuous glucose monitors (iCGMs) that are listed in the labeling for this device.The t:slim X2 Insulin Pump is intended for the subcutaneous delivery of insulin, at set and variable rates, for the management of diabetes mellitus in persons requiring insulin. The t:slim X2 Insulin Pump can be used solely for continuous insulin delivery and as part of the t:slim X2 Insulin Pump with Basal-IQ Technology System.When the System is used with the Dexcom G5 Mobile CGM or a compatible iCGM, the Basal-IQ Technology can be used to suspend insulin delivery based on CGM sensor readings. The Dexcom G5 Mobile CGM Continuous Glucose Monitoring System (Dexcom G5) is indicated for the management of diabetes in persons age 2 years and older.  The Dexcom G5 is designed to replace fingerstick blood glucose testing for diabetes treatment decisions.  Interpretation of the System results should be based on the trends and patterns seen with several sequential readings over time. The Dexcom G5 also aids in the detection of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments.  The Dexcom G5 is intended for single patient use and requires a prescription.The System is indicated for use in individuals 6 years of age and greater.The System is intended for single patient use and requires a prescription.The System is indicated for use with NovoLog or Humalog U-100 insulin.","Automated Insulin Dosing , Threshold Suspend",Unknown,,3
P920030,S002,"BAYER HEALTHCARE, LLC",511 BENEDICT AVE.,,TARRYTOWN,NY,10591,,PROSTATE-SPECIFIC ANTIGEN (PSA) FOR MANAGEMENT OF PROSTATE CANCERS,CIBA CORNING ACS PSA IMMUNOASSAY,LTJ,IM,Immunology,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,1998-04-20,1998-12-08,00M-1536,2000-09-27,APPR,"Approval for the addition of a new indication for use.  The device, as modified, will be marketed under the trade names ACS:180 PSA2 assay and ACS:Centaur PSA2 assay and is indicated for the following indications for use: as an aid in the detection of prostate cancer when used in conjunction with digital rectal examination (DRE) in men aged 50 years or older.  Prostatic biopsy is required for the diagnosis of cancer; and as aid in the management of patients with prostate cancer.",Prostate-Specific Antigen (Psa) For Management Of Prostate Cancers,Immunology,866.6010,2
P020050,,"Alcon Laboratories, Inc.",6201 South Freeway,,Fort Worth,TX,76134,2099,Excimer laser system,WAVELIGHT ALLEGRETTO WAVE EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,,,N,2002-11-20,2003-10-07,03M-0491,2003-10-28,APPR,"APPROVAL FOR THE WAVELIGHT ALLEGRETTO WAVE EXCIMER LASER SYSTEM.  THE DEVICE USED OPTICAL ZONES OF 6.0 AND 6.5 MM WITH AN ABLATION/TREATMENT ZONE UP TO 9.0 MM, AND S INDICATED FOR LASER ASSISTED IN SITU KERATOMILEUSIS (LASIK):  1) FOR THE REDUCTION OR ELIMINATION OF MYOPIA OF UP TO -12.0 DIOPTERS (D) OF SPHERE AND UP TO -6.0 D OF ASTIGMATISM AT THE SPECTACLE PLANE;  2) IN PATIENTS WHO ARE 18 YEARS OF AGE OR OLDER; AND  3) IN PATIENTS WITH DOCUMENTATION OF A STABLE MANIFEST REFRACTION DEFINED AS <=0.50D OF PREOPERATIVE SPHERICAL EQUIVALENT SHIFT OVER ONE YEAR PRIOR TO SURGERY.",Excimer Laser System,Unknown,,3
P970043,S022,ALCON LABORATORIES,6201 S FREEWAY,,FT WORTH,TX,76134,,Excimer laser system,LADARVISION 4000 EXCIMER LASER SYSTEM AND THE LADAR 6000 EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2005-11-03,2006-05-02,06M-0324,2006-08-17,APPR,"APPROVAL FOR THE LADARVISION 4000 EXCIMER LASER SYSTEM AND THE LADAR 6000 EXCIMER LASER SYSTEM.  THESE DEVICES USE A 6.5 MM OPTICAL ZONE AND A 9.0 TREATMENT ZONE AND ARE INDICATED FOR WAVE-FRONT GUIDED CUSTOMCORNEA LASER ASSISTED IN-SITU KERATOMILEUSIS (LASIK): 1) FOR THE REDUCTION OR ELIMINATION OF MIXED ASTIGMATISM 1.00 D TO LESS THAN 5.00 D CYCLOPLEGIC CYLINDER MAGNITUDE AT THE SPECTACLE PLANE, WHICH IS GREATER THAN THE SPHERE MAGNITUDE, AND THE CYLINDER AND SPHERE HAVE OPPOSITE SIGNS; 2) IN PATIENTS 21 YEARS OF AGE OR OLDER; AND 3) IN PATIENTS WITH DOCUMENTED STABILITY OF REFRACTION FOR THE PRIOR 12 MONTHS, AS DEMONSTRATED BY A CHANGE IN SPHERE AND CYLINDER OF LESS THAN OR EQUAL TO 0.50 D.",Excimer Laser System,Unknown,,3
P990013,S014,STARR SURGICAL CO.,1911 WALKER AVE.,,MONROVIA,CA,91016,,intraocular lens,COLLAMER ULTRAVIOLET ABSORBING POSTERIOR CHAMBER INTRAOCULAR LENSES,HQL,OP,Ophthalmic,Real-Time Process,Change Design/Components/Specifications/Material,N,2007-11-29,2008-01-25,,,APPR,"APPROVAL FOR PARAMETRIC LOT RELEASE USING EXISTING VALIDATED STEAM STERILIZATION CYCLES.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME COLLAMER ULTRAVIOLET-ABSORBING POSTERIOR CHAMBER INTRAOCULAR LENS AND IS INDICATED FOR THE VISUAL CORRECTION OF APHAKIA IN PERSONS 60 YEARS OF AGE OR OLDER IN WHOM A CATARACTOUS LENS HAS BEEN REMOVED BY PHACOEMULSIFICATION CATARACT EXTRACTION.  THE LENS IS TO BE IMPLANTED IN THE POSTERIOR CHAMBER AND IN THE CAPSULAR BAG THROUGH A TEAR-FREE CAPSULORHEXIS (CIRCULAR TEAR ANTERIOR CAPSULOTOMY).",Intraocular Lens,Ophthalmic,886.3600,3
P020056,,Allergan,2525 DUPONT DR.,,IRVINE,CA,92612,,"Prosthesis, breast, noninflatable, internal, silicone gel-filled",NATRELLE SILICONE-FILLED BREAST IMPLANTS,FTR,SU,"General, Plastic Surgery",,,N,2002-12-30,2006-11-17,06M-0490,2006-11-17,APPR,"APPROVAL FOR THE INAMED SILICONE-FILLED BREAST IMPLANTS.  THIS DEVICE IS INDICATED FOR BREAST AUGMENTATION FOR WOMEN AT LEAST 22 YEARS OLD AND FOR BREAST RECONSTRUCTION FOR WOMEN OF ANY AGE.  BREAST AUGMENTATION INCLUDES PRIMARY BREAST AUGMENTATION TO INCREASE THE BREAST SIZE, AS WELL AS REVISION SURGERY TO CORRECT OR IMPROVE THE RESULT OF A PRIMARY BREAST AUGMENTATION SURGERY.  BREAST RECONSTRUCTION INCLUDES PRIMARY RECONSTRUCTION TO REPLACE BREAST TISSUE THAT HAS BEEN REMOVED DUE TO CANCER OR TRAUMA OR THAT HAS FAILED TO DEVELOP PROPERLY DUE TO A SEVERE BREAST ABNORMALITY.  BREAST RECONSTRUCTION ALSO INCLUDES REVISION SURGERY TO CORRECT OR IMPROVE THE RESULT OF A PRIMARY BREAST RECONSTRUCTION SURGERY.","Prosthesis, Breast, Noninflatable, Internal, Silicone Gel-Filled","General, Plastic Surgery",878.3540,3
P160019,,"ROCHE DIAGNOSTICS, INC.",9115 HAGUE ROAD,,INDIANAPOLIS,IN,46038,,"Test, hepatitis b (b core, be antigen, be antibody, b core igm)",Elecsys HBsAg II/Elecsys HBsAg Confirmatory Test/ PreciControl HBsAg II,LOM,MI,Microbiology,,,N,2016-07-01,2016-12-23,16M-4530,2017-01-18,APPR,"Approval for the Elecsys Hbsag II, Elecsys HBsAg Confirmatory Test, and PreciControl HBsAg II. This device is indicated for:Elecsys HBsAg II Immunoassay for the in vitro qualitative detection of hepatitis B surface antigen (HBsAg) in human adult and pediatric (2 to 21 years of age) serum and plasma (sodium heparin, lithium heparin, K2 EDTA, sodium citrate). Assay results, in conjunction with other serological and clinical information, may be used for the laboratory diagnosis of individuals at risk for infection with HBV or with signs and symptoms of hepatitis. In addition, this assay may be used to screen for hepatitis B infection in pregnant women to identify neonates at high risk of acquiring HBV during the perinatal period.The electrochemiluminescence immunoassay ECLIA is intended for use on the cobas e 601 immunoassay analyzer.Elecsys HBsAg Confirmatory TestFor Elecsys HBsAg Confirmatory Test used with Elecsys HBsAg immunoassay:Immunoassay for in vitro qualitative confirmation of the presence of hepatitis B surface antigen in human serum and plasma (sodium heparin, K3 EDTA, sodium citrate) samples repeatedly reactive when tested with the Elecsys HBsAg immunoassay. This assay is intended for use on the Elecsys and cobas e immunoassay analyzers.For Elecsys HBsAg Confirmatory Test used with Elecsys HBsAg II:Immunoassay for in vitro qualitative confirmation of the presence of hepatitis B surface antigen in human serum and plasma (sodium heparin, lithium heparin, K2 EDTA, sodium citrate) samples repeatedly reactive when tested with Elecsys HBsAg II. This assay is intended for use on the cobas e 601 immunoassay analyzer.PreciControl HBsAg IIPreciControl HBsAg II is used for quality control of the Elecsys HBsAg II immunoassay on the cobas e 601 immunoassay analyzer. The performance of PreciControl HBsAg II has not been established with any other HBsAg assay.","Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",Unknown,,3
P010030,S056,ZOLL MANUFACTURING CORPORATION,121 GAMMA DR,,PITTSBURGH,PA,15238,0000,Wearable automated external defibrillator,LIFEVEST WEARABLE DEFIBRILLATOR,MVK,CV,Cardiovascular,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2013-02-19,2015-12-17,15M-3521,2015-12-24,APPR,"APPROVAL FOR THE LIFEVEST WEARABLE CARDIOVERTER DEFIBRILLATOR, MODELS 3000, 3100, AND 4000. THE LIFEVEST SYSTEM IS INDICATED FOR PATIENTS 18 YEARS OF AGE AND OLDER WHO ARE AT RISK FOR SUDDEN CARDIAC ARREST AND ARE NOT CANDIDATES FOR OR REFUSE AN IMPLANTABLE DEFIBRILLATOR. THE LIFEVEST SYSTEM ISINDICATED FOR PATIENTS UNDER 18 YEARS OF AGE WHO ARE AT RISK FOR SUDDEN CARDIAC ARREST AND ARE NOT CANDIDATES FOR OR REFUSE AN IMPLANTABLE DEFIBRILLATOR.  PATIENTS MUST HAVE A CHEST CIRCUMFERENCE OF 26 INCHES (66 CENTIMETERS) OR GREATER AND A WEIGHT OF 18.75 KILOGRAMS (41.3 POUNDS) OR GREATER.",Wearable Automated External Defibrillator,Unknown,,3
P050051,,ABBOTT LABORATORIES INC,100 ABBOTT PARK ROAD,DEPT 9VA- AP8-1,ABBOTT PARK,IL,60064,,"Test, hepatitis b (b core, be antigen, be antibody, b core igm)",ABBOTT ARCHITECT AUSAB,LOM,IM,Immunology,,,N,2005-12-09,2006-06-01,06M-0321,2006-08-17,APPR,"APPROVAL FOR THE ARCHITECT AUSAB REAGENT KIT, WHICH IS INDICATED FOR: ARCHITECT AUSAB REAGENT KIT: THE ARCHITECT AUSAB ASSAY IS A CHEMILUMINESCENT MICROPARTICLE IMMUNOASSAY (CMIA) FOR THE QUANTITATIVE DETERMINATION OF ANTIBODY TO HEPATITIS B SURFACE ANTIGEN (ANTI-HBS) IN HUMAN ADULT AND PEDIATRIC SERUM AND PLASMA (DIPOTASSIUM EDTA, LITHIUM HEPARIN, AND SODIUM HEPARIN) AND NEONATAL SERUM.  IT IS INTENDED FOR QUANTITATIVE MEASUREMENT OF ANTIBODY RESPONSE FOLLOWING HEPATITIS B VIRUS (HBV) VACCINATION, DETERMINATION OF HBV IMMUNE STATUS, AND FOR THE LABORATORY DIAGNOSIS OF HBV DISEASE ASSOCIATED WITH HBV INFECTION WHEN USED IN CONJUNCTION WITH OTHER LABORATORY RESULTS AND CLINICAL INFORMATION.  ARCHITECT AUSAB CALIBRATORS: THE ARCHITECT AUSAB CALIBRATORS ARE USED TO CALIBRATE THE ARCHITECT I SYSTEM WHEN THE SYSTEM IS USED FOR THE QUANTITATIVE DETERMINATION OF ANTIBODY TO HEPATITIS B SURFACE ANTIGEN (ANTI-HBS) USING THE ARCHITECT AUSAB REAGENT KIT.  THE PERFORMANCE OF THE ARCHITECT AUSAB CALIBRATORS HAS NOT BEEN ESTABLISHED WITH ANY OTHER ANTI-HBS ASSAYS. ARCHITECT AUSAB CONTROLS: THE ARCHITECT AUSAB CONTROLS ARE USED FOR MONITORING THE PERFORMANCE OF THE ARCHITECT I SYSTEM WHEN USED FOR THE QUANTITATIVE DETERMINATION OF ANTIBODY TO HEPATITIS B SURFACE ANTIGEN (ANTI-HBS) USING THE ARCHITECT AUSAB REAGENT KIT.  THE PERFORMANCE OF THE ARCHITECT AUSAB CONTROLS HAS NOT BEEN ESTABLISHED WITH ANY OTHER ANTI-HBS ASSAYS.","Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",Unknown,,3
